id,active_time,journey_no,flight_code
2316745,1.5304673218e+12,8L9945,8L9945
2316450,1.53046738579e+12,3U8844,3U8844
2316546,1.53046746024e+12,3U8844,3U8844
2315859,1.5304674837e+12,MU5496,CES5496
2300573,1.53046750187e+12,MU5496,CES5496
2316293,1.53046769668e+12,TV9898,TBA9898
2316556,1.53046887342e+12,MU2296,CES2296
2308616,1.53047138987e+12,GJ8685,CDC8685
2303700,1.5304719964e+12,3U8714,CSC8714
2315994,1.53047239521e+12,GJ8908,CDC8908
2308555,1.53047242768e+12,3U8556,3U8556
2314396,1.53047258218e+12,GJ8908,CDC8908
2316982,1.53049398356e+12,DR6521,RLH6521
2306609,1.53049806331e+12,KN5215,CUA5215
2269930,1.53049943767e+12,MF8435,CXA8435
2317144,1.53049864998e+12,MF8401,CXA8401
2316863,1.53050091019e+12,CA1741,CA1741
2267996,1.53049930118e+12,MF8435,CXA8435
2314100,1.53050904015e+12,MU2464,CES2464
2317163,1.53051329395e+12,EU2236,UEA2236
2313479,1.53051957086e+12,3U8962,3U8962
2275254,1.53052927886e+12,CA4508,CA4508
2317209,1.53053135039e+12,3U8652,CSC8652
2315438,1.53053486807e+12,CZ6435,CSN6435
2317811,1.53053370942e+12,GJ8679,CDC8679
2318328,1.53053372076e+12,GJ8679,CDC8679
2312511,1.53053516309e+12,3U8648,CSC8648
2317606,1.53053522624e+12,CA4464,CCA4464
2317062,1.53053706373e+12,MU5849,CES5849
2316759,1.53053799964e+12,MU5411,CES5411
2318694,1.53054018843e+12,EU6680,UEA6680
2318101,1.53054295135e+12,CA3944,
2314956,1.53054323769e+12,TV9854,TBA9854
2252320,1.53054332023e+12,MU5851,CES5851
2319016,1.53054477177e+12,CA4460,CCA4460
2315029,1.53054478061e+12,D7326,D7326
2316281,1.53054688598e+12,3U8146,CSC8146
2317113,1.53054718911e+12,MU5411,CES5411
2318787,1.53054724972e+12,CA4040,CCA4040
2316145,1.53054781494e+12,3U8704,3U8704
2319490,1.53054782045e+12,3U8704,3U8704
2316628,1.5305499305e+12,EU2224,UEA2224
2318660,1.53054825461e+12,3U8706,CSC8706
2318744,1.53054879720e+12,EU2724,UEA2724
2292562,1.53054887986e+12,EU2228,UEA2228
2319522,1.53054985717e+12,EU2224,UEA2224
2319540,1.53055009394e+12,3U8970,CSC8970
2317778,1.53055014541e+12,3U8970,CSC8970
2317222,1.53055075030e+12,EU2224,UEA2224
2319303,1.53055143008e+12,CA4208,CCA4208
2314785,1.53055178037e+12,CA4588,CA4588
2316514,1.53055311869e+12,TV9830,TBA9830
2316833,1.53055329464e+12,TV9830,TBA9830
2319033,1.53055332256e+12,EU2734,UEA2734
2319249,1.53055339668e+12,3U8912,CSC8912
2319373,1.53055386271e+12,CA4322,CA4322
2316062,1.53055389713e+12,ZH3982,
2318610,1.53055408425e+12,TV9882,TBA9882
2318416,1.53055438965e+12,CZ3441,CSN3441
2315486,1.53055447014e+12,TV9882,TBA9882
2319605,1.53055462753e+12,TV9882,TBA9882
2319436,1.53055504227e+12,ZH9409,CSZ9409
2319477,1.53055525797e+12,8L9630,LKE9630
2318349,1.53055530777e+12,EU2222,UEA2222
2319429,1.53055547131e+12,3U8878,3U8878
2319163,1.53055549719e+12,EU2222,UEA2222
2319128,1.53055591146e+12,3U8920,CSC8920
2310310,1.53055604179e+12,3U8920,CSC8920
2315041,1.53055724304e+12,3U8662,CSC8662
2317971,1.53055748183e+12,3U8662,CSC8662
2306464,1.5305589526e+12,MU2194,CES2194
2319653,1.53058127682e+12,CZ3403,CSN3403
2319688,1.53058393548e+12,MU5841,CES5841
2319757,1.53058659614e+12,HU7741,CHH7741
2319020,1.53058862815e+12,CA1947,CA1947
2319243,1.53059359997e+12,3U8646,CSC8646
2319379,1.5305938799e+12,3U8260,CSC8260
2319028,1.53059394811e+12,3U8260,CSC8260
2320487,1.53059432587e+12,CZ3441,CSN3441
2319901,1.53059502694e+12,3U8738,3U8738
2315103,1.5305961502e+12,CA4402,CCA4402
2311862,1.53059616574e+12,TV9806,TBA9806
2318528,1.53059822631e+12,EU2218,UEA2218
2319759,1.53059839339e+12,CZ6925,CSN6925
2320298,1.53060177376e+12,BK2851,OKA2851
2320097,1.53060114665e+12,TG618,THA618
2320747,1.53060120382e+12,CZ3443,CSN3443
2318198,1.53060529798e+12,MU2226,CES2226
2319264,1.53060532283e+12,ZH9405,CSZ9405
2320500,1.53060548305e+12,EU8670,
2320674,1.53060685832e+12,QW6006,QDA6006
2309550,1.53060923854e+12,CZ3359,CSN3359
2321200,1.53061264875e+12,3U8696,CSC8696
2320558,1.53061562331e+12,EU2710,UEA2710
2320073,1.53061893216e+12,TV9882,TBA9882
2321145,1.53062017236e+12,A67101,A67101
2321724,1.53062127256e+12,A67101,A67101
2321843,1.53062368431e+12,MU9886,CES9886
2320322,1.53062377222e+12,MF5024,
2319311,1.53062515996e+12,CZ3427,CSN3427
2316790,1.53062535401e+12,MU2413,CES2413
2321936,1.53062640027e+12,MF5032,
2322025,1.53062649244e+12,MF5032,
2320440,1.53062871025e+12,GS7887,GCR7887
2310140,1.5306273752e+12,GS7887,GCR7887
2321434,1.53062978538e+12,HO3755,
2320071,1.53062815882e+12,ZH4210,CSZ4210
2321772,1.53062851242e+12,EU2730,UEA2730
2321715,1.53062860784e+12,CA4210,CCA4210
2321506,1.53062889596e+12,3U8966,3U8966
2311117,1.53062924016e+12,EU2274,UEA2274
2312897,1.53062935594e+12,MI938,SLK938
2317597,1.53062961481e+12,EU2250,UEA2250
2321617,1.53063003745e+12,8L9610,LKE9610
2321360,1.53063023606e+12,EU2250,UEA2250
2303396,1.53063055799e+12,3U8752,CSC8752
2319024,1.53063067501e+12,CA4460,CCA4460
2321005,1.53063076204e+12,D7326,D7326
2317571,1.53063083956e+12,MU5413,CES5413
2321573,1.53063132291e+12,MU5413,CES5413
2321816,1.53063136121e+12,MU2686,CES2686
2320700,1.53063151916e+12,MU2686,CES2686
2321725,1.53063161507e+12,CA4390,CCA4390
2304658,1.53063169496e+12,CA4040,CCA4040
2320998,1.53063237339e+12,MU2417,CES2417
2321348,1.53063364862e+12,CZ6455,CSN6455
2322283,1.53063448259e+12,TV9826,TBA9826
2320080,1.53063636422e+12,EU2276,UEA2276
2321519,1.53063466539e+12,MU2230,CES2230
2321720,1.53063502915e+12,3U8662,CSC8662
2318816,1.53063514765e+12,3U8970,CSC8970
2320130,1.53063527358e+12,3U8986,3U8986
2320086,1.53063637047e+12,EU2276,UEA2276
2321917,1.53063659716e+12,3U8668,CSC8668
2318606,1.53063662533e+12,3U8904,CSC8904
2321979,1.53063666179e+12,TV6490,
2320397,1.5306367461e+12,3U8668,CSC8668
2321531,1.53063710558e+12,3U8904,CSC8904
2322349,1.53063719043e+12,TV9878,TBA9878
2322338,1.53063732597e+12,TV9906,TBA9906
2317354,1.53063769947e+12,EU6662,UEA6662
2321929,1.53063775876e+12,EU2224,UEA2224
2321769,1.53063776267e+12,TV9880,TBA9880
2320221,1.53063778976e+12,EU6662,UEA6662
2318182,1.53063958044e+12,EU2222,UEA2222
2320944,1.53063816115e+12,CZ6119,CSN6119
2247123,1.5306381683e+12,CZ6119,CSN6119
2317376,1.53063846697e+12,EU2258,UEA2258
2321920,1.53063874016e+12,EU2258,UEA2258
2320357,1.53063875488e+12,TV9880,TBA9880
2320962,1.53064101041e+12,MU2825,CES2825
2319833,1.53063978712e+12,8L9620,LKE9620
2321669,1.53063999865e+12,MU2825,CES2825
2321110,1.53064024654e+12,EU2222,UEA2222
2321800,1.53064037694e+12,3U8372,CSC8372
2314153,1.53064054595e+12,3U8254,CSC8254
2322069,1.53064106020e+12,3U8934,CSC8934
2321313,1.53064200122e+12,3U8258,CSC8258
2319791,1.53064254721e+12,EU2766,UEA2766
2319542,1.53064254939e+12,EU2208,UEA2208
2322187,1.53064257928e+12,3U8064,CSC8064
2320809,1.53064275599e+12,OD618,MXD618
2320806,1.53064276224e+12,OD618,MXD618
2322088,1.53064323284e+12,3U8234,CSC8234
2319961,1.53064344105e+12,GJ8730,CDC8730
2317848,1.53066810876e+12,CZ3473,CSN3473
2322538,1.53066924718e+12,9C8985,9C8985
2322546,1.53067032797e+12,CA8221,CCA8221
2322580,1.5306727128e+12,HU7741,CHH7741
2321806,1.53067274161e+12,CA4416,CCA4416
2322809,1.53068126912e+12,CZ3437,CSN3437
2268149,1.53068217203e+12,TV9806,TBA9806
2322108,1.5306822066e+12,CA4192,CCA4192
2321956,1.53068250456e+12,CA4592,CA4592
2323337,1.53068418616e+12,EU2236,UEA2236
2322873,1.53068425958e+12,CA4402,CCA4402
2323024,1.53068582744e+12,8L9608,LKE9608
2323217,1.53068933322e+12,3U8628,3U8628
2323093,1.53068871096e+12,CA4516,CA4516
2322994,1.5306897695e+12,CA4504,CCA4504
2319054,1.53069052258e+12,BK2851,OKA2851
2323278,1.53069122399e+12,ZH4406,CSZ4406
2323385,1.53069150304e+12,MU2651,CES2651
2321529,1.53069215604e+12,CA4530,CCA4530
2322929,1.53069512257e+12,CA4108,CA4108
2323380,1.53069513217e+12,MU5500,CES5500
2323922,1.53069515632e+12,CA4108,CA4108
2321811,1.53069713757e+12,MU2815,CES2815
2323596,1.53069805162e+12,EU2716,UEA2716
2315305,1.53070029443e+12,HU7831,CHH7831
2323835,1.53070478546e+12,3U8744,CSC8744
2320551,1.53070631889e+12,CA4302,CA4302
2313032,1.53070694396e+12,EU2756,UEA2756
2319406,1.53070746871e+12,EU2756,UEA2756
2321328,1.53070793408e+12,EU2232,UEA2232
2321398,1.53070819439e+12,SC4713,CDG4713
2323220,1.53071028081e+12,3U8692,CSC8692
2315494,1.53070912683e+12,BK2779,OKA2779
2308944,1.53070976082e+12,KY8267,KNA8267
2321018,1.53071033824e+12,3U8692,CSC8692
2324353,1.53071041103e+12,CA4468,CCA4468
2324172,1.53071568578e+12,EU2730,UEA2730
2323849,1.53071586196e+12,8L9712,LKE9712
2323445,1.53071617919e+12,CA4384,CCA4384
2324673,1.53071650222e+12,EU2730,UEA2730
2303370,1.53071687733e+12,MU5411,CES5411
2321849,1.53071751860e+12,MU5280,CES5280
2324687,1.5307176485e+12,MU5855,CES5855
2324428,1.53071834222e+12,CA4106,CA4106
2324202,1.53071878019e+12,MU9749,CES9749
2320659,1.53071929329e+12,CA4372,CA4372
2324459,1.53071940555e+12,MU5415,CES5415
2322925,1.53071999837e+12,CZ3377,CSN3377
2324703,1.53072040677e+12,CZ6119,CSN6119
2307046,1.5307204239e+12,CZ3377,CSN3377
2256977,1.53072130782e+12,CZ6119,CSN6119
2300413,1.53072207054e+12,3U8752,CSC8752
2310216,1.53072218843e+12,MU5417,CES5417
2323477,1.53072278768e+12,,
2308177,1.53072297221e+12,3U8736,3U8736
2325040,1.53072317714e+12,EU2238,UEA2238
2324749,1.53072352246e+12,MU2230,CES2230
2308624,1.53072358303e+12,3U8736,3U8736
2323443,1.53072359968e+12,TV9880,TBA9880
2324616,1.53072390139e+12,CA4536,CA4536
2324235,1.53072399012e+12,CA4328,CA4328
2320031,1.53072409925e+12,MU2006,CES2006
2324508,1.53072414707e+12,MU2006,CES2006
2324746,1.53072419658e+12,TV9878,TBA9878
2325225,1.53072421549e+12,TV9880,TBA9880
2322607,1.53072482136e+12,CA4322,CA4322
2324481,1.53072489253e+12,CA4536,CA4536
2312550,1.53072503502e+12,CA4502,CA4502
2318879,1.53072577771e+12,MU2194,CES2194
2313249,1.53072763007e+12,3U8372,CSC8372
2317856,1.53072612166e+12,GJ8908,CDC8908
2324889,1.53072641624e+12,3U8842,CSC8842
2324910,1.53072645797e+12,CA4392,CA4392
2324936,1.53072647776e+12,3U8862,3U8862
2323308,1.53072833516e+12,CA4120,CA4120
2320117,1.53072987468e+12,EU2724,UEA2724
2325325,1.53072999297e+12,MU2472,CES2472
2324614,1.53075394562e+12,8L9947,LKE9947
2323006,1.53075502568e+12,CZ3473,CSN3473
2320579,1.53075504279e+12,ZH9541,CSZ9541
2325419,1.53075610066e+12,CA4194,CA4194
2324750,1.53075678972e+12,CA8221,CCA8221
2325007,1.53075807008e+12,QW9771,QDA9771
2325770,1.5307602204e+12,UQ2515,CUH2515
2325445,1.53076036216e+12,HU7147,CHH7147
2325506,1.53076266813e+12,CA4508,CA4508
2318448,1.53076352095e+12,ZH4508,CSZ4508
2325742,1.53076587121e+12,ZH4410,CSZ4410
2324665,1.53076497874e+12,CA4324,CA4324
2326092,1.53076576739e+12,3U8898,CSC8898
2322975,1.53076752586e+12,MU5403,CES5403
2326419,1.53077210492e+12,MU5474,CES5474
2309116,1.53077121905e+12,8L9616,LKE9616
2325448,1.53077144557e+12,MU2805,CES2805
2322856,1.5307749409e+12,MU2436,CES2436
2323739,1.53077907488e+12,CA4530,CCA4530
2322329,1.53077855972e+12,QR860,QTR860
2323540,1.53077909745e+12,CA4530,CCA4530
2320362,1.53078603752e+12,8L9628,LKE9628
2314035,1.5307862279e+12,EU2736,UEA2736
2326504,1.53078980954e+12,CZ6135,CSN6135
2326445,1.53079259444e+12,CA4212,CA4212
2326964,1.53079320998e+12,CZ3241,CSN3241
2321001,1.53079382694e+12,CZ3241,CSN3241
2325194,1.53079406309e+12,CZ3865,CSN3865
2326969,1.53079559683e+12,8L9630,LKE9630
2320427,1.53079865894e+12,3U8964,3U8964
2327815,1.53080079476e+12,MU5411,CES5411
2326837,1.53080148241e+12,CA4516,CA4516
2327127,1.53080165815e+12,MU5411,CES5411
2327353,1.5308022321e+12,TV9854,TBA9854
2316757,1.53080245505e+12,CZ6135,CSN6135
2326590,1.5308049336e+12,TV9830,TBA9830
2326761,1.53080395582e+12,CA4208,CCA4208
2319300,1.53080399026e+12,MU5855,CES5855
2324258,1.53080400994e+12,ZH4210,CSZ4210
2319908,1.53080478276e+12,TV9830,TBA9830
2327108,1.53080509479e+12,CZ6409,CSN6409
2318116,1.53080562978e+12,CZ6455,CSN6455
2321689,1.53080577529e+12,CZ6409,CSN6409
2326344,1.53080592728e+12,CZ3433,CSN3433
2320833,1.53080612764e+12,3U8752,CSC8752
2327426,1.53080629750e+12,CA4390,CCA4390
2328021,1.53080762084e+12,ZH9411,CSZ9411
2327319,1.53080773872e+12,CA4040,CCA4040
2327693,1.53080804374e+12,MU2230,CES2230
2328045,1.5308080524e+12,ZH9411,CSZ9411
2326313,1.53080845909e+12,3U8668,CSC8668
2327161,1.53080892572e+12,CA4040,CCA4040
2298028,1.53081097251e+12,EU2238,UEA2238
2328082,1.53080963721e+12,3U8706,CSC8706
2327225,1.5308114361e+12,3U8904,CSC8904
2327290,1.5308104112e+12,CA4106,CA4106
2327323,1.53081050838e+12,EU2734,UEA2734
2327577,1.53081051012e+12,ZH9409,CSZ9409
2326678,1.53081078193e+12,3U8736,3U8736
2326682,1.53081122304e+12,3U8904,CSC8904
2319492,1.53081124634e+12,TV9880,TBA9880
2320716,1.5308115591e+12,KY8267,KNA8267
2317704,1.53081263892e+12,EU2258,UEA2258
2322677,1.53081291323e+12,EU2258,UEA2258
2327785,1.53081364201e+12,3U8842,CSC8842
2325924,1.53081367154e+12,MU2296,CES2296
2327223,1.53081563695e+12,TV9878,TBA9878
2327793,1.5308156554e+12,MU5417,CES5417
2327986,1.53081634056e+12,3U8892,3U8892
2327939,1.53081651139e+12,3U8916,3U8916
2327973,1.53081669024e+12,G52646,G52646
2327016,1.53081682284e+12,3U8892,3U8892
2322262,1.53081682787e+12,MU5417,CES5417
2327959,1.53081706852e+12,CA4328,CA4328
2328010,1.53081721775e+12,CA4328,CA4328
2327993,1.53081770723e+12,GJ8685,CDC8685
2327357,1.53081785871e+12,MU5496,CES5496
2325010,1.53084244136e+12,CZ3447,CSN3447
2328641,1.53084564424e+12,NS8435,NLY8435
2328275,1.53084571945e+12,MF8435,CXA8435
2283405,1.53084776389e+12,CZ6673,CSN6673
2324100,1.53084844672e+12,MU2905,CES2905
2327829,1.5308516213e+12,MU9741,CES9741
2328366,1.53085230343e+12,9C8887,9C8887
2326014,1.53085530849e+12,CA4522,CA4522
2329098,1.53085757419e+12,CA4310,CCA4310
2327949,1.5308620558e+12,MU5419,CES5419
2278821,1.53086310820e+12,CA1963,CCA1963
2328941,1.53086529972e+12,JD5505,CBJ5505
2328985,1.53086837199e+12,MU2252,CES2252
2329599,1.53086837723e+12,MU2252,CES2252
2327294,1.53087035115e+12,3U8696,CSC8696
2327289,1.53087034551e+12,3U8696,CSC8696
2326569,1.53086946408e+12,CA4514,CCA4514
2322960,1.5308716572e+12,CZ6255,CSN6255
2322496,1.5308729357e+12,CA4111,CA4111
2329055,1.5308731881e+12,HU7831,CHH7831
2329733,1.53087368793e+12,CA4111,CA4111
2328152,1.53087465582e+12,NX198,AMU198
2329416,1.53087722532e+12,EU2704,UEA2704
2325760,1.53087591175e+12,EU2716,UEA2716
2329940,1.5308764043e+12,3U8998,3U8998
2328894,1.5308781335e+12,TV9882,TBA9882
2329270,1.53087988279e+12,HU7731,CHH7731
2329893,1.53088329626e+12,TV9818,TBA9818
2329607,1.53088505359e+12,MU5853,CES5853
2329332,1.53088579407e+12,MU2837,CES2837
2327448,1.53088805192e+12,MU5411,CES5411
2324531,1.53088703047e+12,DR6542,RLH6542
2322189,1.53088704574e+12,DR6542,RLH6542
2330066,1.53088800387e+12,8L9712,LKE9712
2320933,1.53088872086e+12,EU2720,UEA2720
2330665,1.53089032082e+12,MU2472,CES2472
2323345,1.53089033623e+12,MU2472,CES2472
2328463,1.5308904828e+12,3U8174,CSC8174
2330071,1.53089056774e+12,3U8174,CSC8174
2330587,1.53089094422e+12,TV9854,TBA9854
2329500,1.5308921139e+12,MF8489,CXA8489
2324380,1.53089246629e+12,CZ6455,CSN6455
2330200,1.53089305688e+12,CA3952,
2328348,1.53089343312e+12,3U8662,CSC8662
2322461,1.53089344646e+12,3U8662,CSC8662
2329426,1.53089348684e+12,CA4372,CA4372
2298363,1.53089413603e+12,CA4502,CA4502
2330388,1.53089421129e+12,8L9616,LKE9616
2322980,1.53089434396e+12,3U8970,CSC8970
2322840,1.53089559701e+12,CA4536,CA4536
2330356,1.53089589384e+12,CA428,CA428
2330480,1.53089890518e+12,MU2657,CES2657
2330425,1.53089740885e+12,EU2222,UEA2222
2330178,1.53089755163e+12,3U8668,CSC8668
2330315,1.53089773326e+12,HU7347,CHH7347
2330852,1.53089825928e+12,CA4032,CCA4032
2330556,1.53089854948e+12,EU2750,UEA2750
2329991,1.53089909854e+12,3U8706,CSC8706
2328584,1.53089956507e+12,3U8372,CSC8372
2330691,1.53090013056e+12,EU2224,UEA2224
2303099,1.53090020296e+12,EU2230,UEA2230
2319434,1.5309007571e+12,G56647,
2328385,1.53090100872e+12,EU2246,UEA2246
2330632,1.53090105852e+12,3U8916,3U8916
2327573,1.53090113823e+12,EU6662,UEA6662
2330108,1.53090118154e+12,EU6662,UEA6662
2330639,1.5309012316e+12,ZH9411,CSZ9411
2330012,1.53090283041e+12,ZH9163,CSZ9163
2326166,1.53090286196e+12,TV9880,TBA9880
2330013,1.53090359921e+12,ZH9163,CSZ9163
2328922,1.53090438244e+12,CA4322,CA4322
2329083,1.53092797679e+12,3U8946,CSC8946
2317090,1.53092864412e+12,CA8221,CCA8221
2322129,1.53093168888e+12,UQ2515,CUH2515
2329359,1.53093277563e+12,MU2653,CES2653
2323619,1.53094252517e+12,3U8738,3U8738
2331596,1.53095080268e+12,MU5500,CES5500
2331011,1.53095199944e+12,HO1097,DKH1097
2331853,1.53095339796e+12,QW6006,QDA6006
2331671,1.53095929516e+12,HU7831,CHH7831
2325713,1.53095876817e+12,3U8928,CSC8928
2331914,1.53095883252e+12,CA4111,CA4111
2331811,1.53096086972e+12,MU5849,CES5849
2326472,1.53096254258e+12,3U8502,CSC8502
2320115,1.53096580213e+12,HU7033,CHH7033
2331260,1.53096677521e+12,MF8451,CXA8451
2330258,1.53096681077e+12,A67101,A67101
2330211,1.53096871406e+12,3U8734,3U8734
2326242,1.5309670466e+12,A67101,A67101
2329530,1.53096762923e+12,BK2779,OKA2779
2332259,1.53096843429e+12,KY8267,KNA8267
2325588,1.53096917202e+12,MF8447,CXA8447
2330914,1.53097301623e+12,GS7887,GCR7887
2333030,1.53097406562e+12,CZ3461,CSN3461
2330768,1.53097247896e+12,CA4316,CCA4316
2303213,1.53097255932e+12,HO3755,
2333105,1.53097474052e+12,ZH4418,CSZ4418
2242647,1.53097394758e+12,DR5014,RLH5014
2327963,1.53097397847e+12,EU2274,UEA2274
2331926,1.53097407536e+12,EU2274,UEA2274
2330752,1.53097584304e+12,ZH9407,CSZ9407
2331642,1.53097491081e+12,CA472,CCA472
2325558,1.53097527333e+12,3U8966,3U8966
2320254,1.53097546841e+12,3U8966,3U8966
2329515,1.53097553842e+12,3U8966,3U8966
2331365,1.53097649198e+12,CZ4942,CSN4942
2330493,1.5309765022e+12,MU5496,CES5496
2331950,1.53097804946e+12,CA4106,CA4106
2331993,1.53097815564e+12,CA4106,CA4106
2331358,1.53097835684e+12,MU5280,CES5280
2328007,1.53097900135e+12,3U8662,CSC8662
2333193,1.53097922987e+12,EU2260,UEA2260
2332693,1.53097941222e+12,EU2260,UEA2260
2333082,1.53098009274e+12,TV9826,TBA9826
2329703,1.53098013953e+12,CA4528,CA4528
2333021,1.53098059717e+12,,
2332875,1.53098110053e+12,MU2413,CES2413
2320196,1.53098400107e+12,CZ3483,CSN3483
2331628,1.53098396654e+12,ZH9490,CSZ9490
2331945,1.53098394935e+12,TV9880,TBA9880
2329805,1.53098392165e+12,8L9620,LKE9620
2332485,1.53098412614e+12,8L9610,LKE9610
2332669,1.53098442995e+12,3U8254,CSC8254
2326168,1.53098462028e+12,3U8706,CSC8706
2331603,1.53098470605e+12,8L9610,LKE9610
2329051,1.53098475666e+12,EU2246,UEA2246
2332780,1.53098480723e+12,3U8706,CSC8706
2305191,1.53098566519e+12,3U8706,CSC8706
2333044,1.53098570461e+12,MU2296,CES2296
2310660,1.53098592101e+12,3U8748,CSC8748
2331810,1.53098616806e+12,GJ8730,CDC8730
2332881,1.53098853442e+12,CA4438,CCA4438
2333286,1.53098686086e+12,MU2490,CES2490
2327004,1.53098729376e+12,3U8994,CSC8994
2333134,1.53098732452e+12,3U8994,CSC8994
2333168,1.53098738783e+12,3U8994,CSC8994
2332589,1.5309890128e+12,CA4022,CCA4022
2332741,1.53098941446e+12,CA3974,
2333350,1.53101652417e+12,QW9771,QDA9771
2333648,1.53101768166e+12,KN5215,CUA5215
2333325,1.53101665594e+12,MU2805,CES2805
2332787,1.53101717726e+12,CA8971,CCA8971
2332770,1.53101800809e+12,ZH4418,CSZ4418
2332307,1.53101846555e+12,3U8315,CSC8315
2330185,1.53101870642e+12,CZ3401,CSN3401
2333359,1.5310194573e+12,HO1269,DKH1269
2333443,1.53102209724e+12,TV9847,TBA9847
2332326,1.5310239015e+12,CZ6941,CSN6941
2333500,1.53102332481e+12,CZ6941,CSN6941
2333923,1.53102514838e+12,MU5405,CES5405
2332586,1.53102495107e+12,CA4590,CCA4590
2333214,1.53102614806e+12,3U8698,CSC8698
2333655,1.53102771797e+12,3U8738,3U8738
2287906,1.53103090944e+12,8L9630,LKE9630
